Device Name,Model,SSID,Agent Version,Serial Number,OS Version,Group Path,OS Build Number,Application Package,Application Name,Application Version 
-----------,-----,----,-------------,-------------,----------,----------,---------------,-------------------,----------------,--------------------
UK-ALHAMBRA-02,XT3,TM-Presence-ALH,28.59,2314510409,9,Home/Regions/United Kingdom & Ireland/United Kingdom/Clients/Ticketmaster and LiveNation/Independent/Alhambra Theatre,91.18 (Jul 10 2024),com.ticketmaster.blackbird.horizon,TM1 Entry,7.20.1 (2748)
UK-AMG-BOURNE_ACADEMY-001,XT3,LNVisitor,28.59,2314410166,9,Home/Regions/United Kingdom & Ireland/United Kingdom/Clients/Ticketmaster and LiveNation/Academy Music Group (AMG)/O2 Bournemouth Academy,91.18 (Jul 10 2024),com.ticketmaster.blackbird.horizon,TM1 Entry,7.20.1 (2748)
UK-AMG-BOURNE_ACADEMY-003,XT3,TM-Presence,28.59,2314510618,9,Home/Regions/United Kingdom & Ireland/United Kingdom/Clients/Ticketmaster and LiveNation/Academy Music Group (AMG)/O2 Bournemouth Academy,91.18 (Jul 10 2024),com.ticketmaster.blackbird.horizon,TM1 Entry,7.20.1 (2748)
UK-AMG-BOURNE_ACADEMY-004,XT3,TM-Presence,28.59,2314510619,9,Home/Regions/United Kingdom & Ireland/United Kingdom/Clients/Ticketmaster and LiveNation/Academy Music Group (AMG)/O2 Bournemouth Academy,91.18 (Jul 10 2024),com.ticketmaster.blackbird.horizon,TM1 Entry,7.20.1 (2748)
UK-AMG-BRIX_ACADEMY-001,XT3,TM-Presence,28.59,2314410191,9,Home/Regions/United Kingdom & Ireland/United Kingdom/Clients/Ticketmaster and LiveNation/Academy Music Group (AMG)/O2 Brixton Academy,91.18 (Jul 10 2024),com.ticketmaster.blackbird.horizon,TM1 Entry,7.20.1 (2748)
UK-AMG-BRIX_ACADEMY-002,XT3,LNVisitor,28.59,2314510626,9,Home/Regions/United Kingdom & Ireland/United Kingdom/Clients/Ticketmaster and LiveNation/Academy Music Group (AMG)/O2 Brixton Academy,91.18 (Jul 10 2024),com.ticketmaster.blackbird.horizon,TM1 Entry,7.20.1 (2748)
UK-AMG-BRIX_ACADEMY-004,XT3,TM-Presence,28.59,2314410200,9,Home/Regions/United Kingdom & Ireland/United Kingdom/Clients/Ticketmaster and LiveNation/Academy Music Group (AMG)/O2 Brixton Academy,91.18 (Jul 10 2024),com.ticketmaster.blackbird.horizon,TM1 Entry,7.20.1 (2748)
UK-AMG-BRIX_ACADEMY-006,XT3,TM-Presence,28.59,2314510070,9,Home/Regions/United Kingdom & Ireland/United Kingdom/Clients/Ticketmaster and LiveNation/Academy Music Group (AMG)/O2 Brixton Academy,91.18 (Jul 10 2024),com.ticketmaster.blackbird.horizon,TM1 Entry,7.20.1 (2748)
UK-AMG-BRIX_ACADEMY-007,XT3,LNVisitor,28.59,2314510064,9,Home/Regions/United Kingdom & Ireland/United Kingdom/Clients/Ticketmaster and LiveNation/Academy Music Group (AMG)/O2 Brixton Academy,91.18 (Jul 10 2024),com.ticketmaster.blackbird.horizon,TM1 Entry,7.20.1 (2748)
UK-AMG-BRIX_ACADEMY-009,XT3,TM-Presence,28.579999999999998,2324410048,9,Home/Regions/United Kingdom & Ireland/United Kingdom/Clients/Ticketmaster and LiveNation/Academy Music Group (AMG)/O2 Brixton Academy,91.18 (Jul 10 2024),com.ticketmaster.blackbird.horizon,TM1 Entry,7.20.1 (2748)
UK-AMG-BRIX_ACADEMY-012,XT3,TM-Presence,28.59,2205510469,9,Home/Regions/United Kingdom & Ireland/United Kingdom/Clients/Ticketmaster and LiveNation/Academy Music Group (AMG)/O2 Brixton Academy,91.18 (Jul 10 2024),com.ticketmaster.blackbird.horizon,TM1 Entry,7.20.1 (2748)
UK-AMG-BRIX_ACADEMY-014,XT3,TM-Presence,28.59,2204910542,9,Home/Regions/United Kingdom & Ireland/United Kingdom/Clients/Ticketmaster and LiveNation/Academy Music Group (AMG)/O2 Brixton Academy,91.18 (Jul 10 2024),com.ticketmaster.blackbird.horizon,TM1 Entry,7.20.1 (2748)
UK-AMG-Birm_Academy-05,XT3,TM-Presence,28.59,2132510271,9,Home/Regions/United Kingdom & Ireland/United Kingdom/Clients/Ticketmaster and LiveNation/Academy Music Group (AMG)/O2 Birmingham Academy,91.18 (Jul 10 2024),com.ticketmaster.blackbird.horizon,TM1 Entry,7.20.1 (2748)
UK-AMG-Birm_Academy-08,XT3,TM-Presence,28.59,2132510294,9,Home/Regions/United Kingdom & Ireland/United Kingdom/Clients/Ticketmaster and LiveNation/Academy Music Group (AMG)/O2 Birmingham Academy,91.18 (Jul 10 2024),com.ticketmaster.blackbird.horizon,TM1 Entry,7.20.1 (2748)
UK-AMG-Birm_Academy-09,XT3,TM-Presence,28.59,2128710194,9,Home/Regions/United Kingdom & Ireland/United Kingdom/Clients/Ticketmaster and LiveNation/Academy Music Group (AMG)/O2 Birmingham Academy,91.18 (Jul 10 2024),com.ticketmaster.blackbird.horizon,TM1 Entry,7.20.1 (2748)
UK-AMG-Birm_Academy-11,XT3,TM-Presence,28.59,2132610040,9,Home/Regions/United Kingdom & Ireland/United Kingdom/Clients/Ticketmaster and LiveNation/Academy Music Group (AMG)/O2 Birmingham Academy,91.18 (Jul 10 2024),com.ticketmaster.blackbird.horizon,TM1 Entry,7.20.1 (2748)
UK-AMG-Birm_Academy-14,XT3,TM-Presence,28.59,2132610038,9,Home/Regions/United Kingdom & Ireland/United Kingdom/Clients/Ticketmaster and LiveNation/Academy Music Group (AMG)/O2 Birmingham Academy,91.18 (Jul 10 2024),com.ticketmaster.blackbird.horizon,TM1 Entry,7.20.1 (2748)
UK-AMG-Birm_Academy-16,XT3,TM-Presence,28.550000000000001,2132610037,9,Home/Regions/United Kingdom & Ireland/United Kingdom/Clients/Ticketmaster and LiveNation/Academy Music Group (AMG)/O2 Birmingham Academy,91.18 (Jul 10 2024),com.ticketmaster.blackbird.horizon,TM1 Entry,7.19.2 (2718)
UK-AMG-Birm_Academy-18,XT3,TM-Presence,28.59,2128310454,9,Home/Regions/United Kingdom & Ireland/United Kingdom/Clients/Ticketmaster and LiveNation/Academy Music Group (AMG)/O2 Birmingham Academy,91.18 (Jul 10 2024),com.ticketmaster.blackbird.horizon,TM1 Entry,7.20.1 (2748)
UK-AMG-Birm_Academy-19,XT3,TM-Presence,28.550000000000001,2132610033,9,Home/Regions/United Kingdom & Ireland/United Kingdom/Clients/Ticketmaster and LiveNation/Academy Music Group (AMG)/O2 Birmingham Academy,91.18 (Jul 10 2024),com.ticketmaster.blackbird.horizon,TM1 Entry,7.19.2 (2718)
UK-AMG-Birm_Academy-21,XT3,TM-Presence,28.550000000000001,2128710195,9,Home/Regions/United Kingdom & Ireland/United Kingdom/Clients/Ticketmaster and LiveNation/Academy Music Group (AMG)/O2 Birmingham Academy,91.18 (Jul 10 2024),com.ticketmaster.blackbird.horizon,TM1 Entry,7.19.2 (2718)
UK-AMG-Birm_Academy-23,XT3,TM-Presence,28.550000000000001,2128310388,9,Home/Regions/United Kingdom & Ireland/United Kingdom/Clients/Ticketmaster and LiveNation/Academy Music Group (AMG)/O2 Birmingham Academy,91.18 (Jul 10 2024),com.ticketmaster.blackbird.horizon,TM1 Entry,7.19.2 (2718)
UK-AMG-Birm_Institute-01,XT3,TM-Presence,28.579999999999998,2128310283,9,Home/Regions/United Kingdom & Ireland/United Kingdom/Clients/Ticketmaster and LiveNation/Academy Music Group (AMG)/O2 Birmingham Institute,91.18 (Jul 10 2024),com.ticketmaster.blackbird.horizon,TM1 Entry,7.20.1 (2748)
UK-AMG-Birm_Institute-02,XT3,TM-Presence,28.59,2128310604,9,Home/Regions/United Kingdom & Ireland/United Kingdom/Clients/Ticketmaster and LiveNation/Academy Music Group (AMG)/O2 Birmingham Institute,91.18 (Jul 10 2024),com.ticketmaster.blackbird.horizon,TM1 Entry,7.20.1 (2748)
UK-AMG-Birm_Institute-03,XT3,TM-Presence,28.59,2128310112,9,Home/Regions/United Kingdom & Ireland/United Kingdom/Clients/Ticketmaster and LiveNation/Academy Music Group (AMG)/O2 Birmingham Institute,91.18 (Jul 10 2024),com.ticketmaster.blackbird.horizon,TM1 Entry,7.20.1 (2748)
UK-AMG-Birm_Institute-04,XT3,TM-Presence,28.59,2128310576,9,Home/Regions/United Kingdom & Ireland/United Kingdom/Clients/Ticketmaster and LiveNation/Academy Music Group (AMG)/O2 Birmingham Institute,91.18 (Jul 10 2024),com.ticketmaster.blackbird.horizon,TM1 Entry,7.20.1 (2748)
UK-AMG-Birm_Institute-07,XT3,TM-Presence,28.59,2128310452,9,Home/Regions/United Kingdom & Ireland/United Kingdom/Clients/Ticketmaster and LiveNation/Academy Music Group (AMG)/O2 Birmingham Institute,91.18 (Jul 10 2024),com.ticketmaster.blackbird.horizon,TM1 Entry,7.20.1 (2748)
UK-AMG-Birm_Institute-11,XT3,TM-Presence,28.59,2309610408,9,Home/Regions/United Kingdom & Ireland/United Kingdom/Clients/Ticketmaster and LiveNation/Academy Music Group (AMG)/O2 Birmingham Institute,91.18 (Jul 10 2024),com.ticketmaster.blackbird.horizon,TM1 Entry,7.20.1 (2748)
UK-AMG-Birm_Institute-12,XT3,TM-Presence,28.59,2309710049,9,Home/Regions/United Kingdom & Ireland/United Kingdom/Clients/Ticketmaster and LiveNation/Academy Music Group (AMG)/O2 Birmingham Institute,91.18 (Jul 10 2024),com.ticketmaster.blackbird.horizon,TM1 Entry,7.20.1 (2748)
UK-ALHAMBRA-01,XT3,TM-Presence-ALH,28.59,2314510583,9,Home/Regions/United Kingdom & Ireland/United Kingdom/Clients/Ticketmaster and LiveNation/Independent/Alhambra Theatre,91.18 (Jul 10 2024),com.ticketmaster.blackbird.horizon,TM1 Entry,7.20.1 (2748)
UK-ALHAMBRA-03,XT3,TM-Presence-ALH,28.59,2314510401,9,Home/Regions/United Kingdom & Ireland/United Kingdom/Clients/Ticketmaster and LiveNation/Independent/Alhambra Theatre,91.18 (Jul 10 2024),com.ticketmaster.blackbird.horizon,TM1 Entry,7.20.1 (2748)
UK-ALHAMBRA-04,XT3,TM-Presence-ALH,28.59,2314510395,9,Home/Regions/United Kingdom & Ireland/United Kingdom/Clients/Ticketmaster and LiveNation/Independent/Alhambra Theatre,91.18 (Jul 10 2024),com.ticketmaster.blackbird.horizon,TM1 Entry,7.20.1 (2748)
UK-AMG-BOURNE_ACADEMY-002,XT3,TM-Presence,28.59,2314410090,9,Home/Regions/United Kingdom & Ireland/United Kingdom/Clients/Ticketmaster and LiveNation/Academy Music Group (AMG)/O2 Bournemouth Academy,91.18 (Jul 10 2024),com.ticketmaster.blackbird.horizon,TM1 Entry,7.20.1 (2748)
UK-AMG-BRIS-ACA-001,XT3,TM-Presence,28.59,2314510595,9,Home/Regions/United Kingdom & Ireland/United Kingdom/Clients/Ticketmaster and LiveNation/Academy Music Group (AMG)/O2 Bristol Academy,91.18 (Jul 10 2024),com.ticketmaster.blackbird.horizon,TM1 Entry,7.20.1 (2748)
UK-AMG-BRIS-ACA-002,XT3,TM-Presence,28.59,2314510014,9,Home/Regions/United Kingdom & Ireland/United Kingdom/Clients/Ticketmaster and LiveNation/Academy Music Group (AMG)/O2 Bristol Academy,91.18 (Jul 10 2024),com.ticketmaster.blackbird.horizon,TM1 Entry,7.20.1 (2748)
UK-AMG-BRIS-ACA-003,XT3,TM-Presence,28.59,2314510570,9,Home/Regions/United Kingdom & Ireland/United Kingdom/Clients/Ticketmaster and LiveNation/Academy Music Group (AMG)/O2 Bristol Academy,91.18 (Jul 10 2024),com.ticketmaster.blackbird.horizon,TM1 Entry,7.20.1 (2748)
UK-AMG-BRIS-ACA-004,XT3,TM-Presence,28.59,2314410201,9,Home/Regions/United Kingdom & Ireland/United Kingdom/Clients/Ticketmaster and LiveNation/Academy Music Group (AMG)/O2 Bristol Academy,91.18 (Jul 10 2024),com.ticketmaster.blackbird.horizon,TM1 Entry,7.20.1 (2748)
UK-AMG-BRIX_ACADEMY-003,XT3,TM-Presence,28.59,2314510635,9,Home/Regions/United Kingdom & Ireland/United Kingdom/Clients/Ticketmaster and LiveNation/Academy Music Group (AMG)/O2 Brixton Academy,91.18 (Jul 10 2024),com.ticketmaster.blackbird.horizon,TM1 Entry,7.20.1 (2748)
UK-AMG-BRIX_ACADEMY-005,XT3,TM-Presence,28.59,2314410094,9,Home/Regions/United Kingdom & Ireland/United Kingdom/Clients/Ticketmaster and LiveNation/Academy Music Group (AMG)/O2 Brixton Academy,91.18 (Jul 10 2024),com.ticketmaster.blackbird.horizon,TM1 Entry,7.20.1 (2748)
UK-AMG-BRIX_ACADEMY-008,XT3,LNVisitor,28.59,2314510628,9,Home/Regions/United Kingdom & Ireland/United Kingdom/Clients/Ticketmaster and LiveNation/Academy Music Group (AMG)/O2 Brixton Academy,91.18 (Jul 10 2024),com.ticketmaster.blackbird.horizon,TM1 Entry,7.20.1 (2748)
UK-AMG-BRIX_ACADEMY-010,XT3,TM-Presence,28.59,2324310115,9,Home/Regions/United Kingdom & Ireland/United Kingdom/Clients/Ticketmaster and LiveNation/Academy Music Group (AMG)/O2 Brixton Academy,91.18 (Jul 10 2024),com.ticketmaster.blackbird.horizon,TM1 Entry,7.20.1 (2748)
UK-AMG-BRIX_ACADEMY-011,XT3,TM-Presence,28.59,2204910077,9,Home/Regions/United Kingdom & Ireland/United Kingdom/Clients/Ticketmaster and LiveNation/Academy Music Group (AMG)/O2 Brixton Academy,91.18 (Jul 10 2024),com.ticketmaster.blackbird.horizon,TM1 Entry,7.20.1 (2748)
UK-AMG-BRIX_ACADEMY-013,XT3,TM-Presence,28.59,2205510178,9,Home/Regions/United Kingdom & Ireland/United Kingdom/Clients/Ticketmaster and LiveNation/Academy Music Group (AMG)/O2 Brixton Academy,91.18 (Jul 10 2024),com.ticketmaster.blackbird.horizon,TM1 Entry,7.20.1 (2748)
UK-AMG-Birm_Academy-01,XT3,TM-Presence,28.59,2128310451,9,Home/Regions/United Kingdom & Ireland/United Kingdom/Clients/Ticketmaster and LiveNation/Academy Music Group (AMG)/O2 Birmingham Academy,91.18 (Jul 10 2024),com.ticketmaster.blackbird.horizon,TM1 Entry,7.20.1 (2748)
UK-AMG-Birm_Academy-02,XT3,LNVisitor,28.59,2132510131,9,Home/Regions/United Kingdom & Ireland/United Kingdom/Clients/Ticketmaster and LiveNation/Academy Music Group (AMG)/O2 Birmingham Academy,91.16 (Oct 11 2023),com.ticketmaster.blackbird.horizon,TM1 Entry,7.20.1 (2748)
UK-AMG-Birm_Academy-03,XT3,TM-Presence,28.59,2132510009,9,Home/Regions/United Kingdom & Ireland/United Kingdom/Clients/Ticketmaster and LiveNation/Academy Music Group (AMG)/O2 Birmingham Academy,91.18 (Jul 10 2024),com.ticketmaster.blackbird.horizon,TM1 Entry,7.20.1 (2748)
UK-AMG-Birm_Academy-04,XT3,TM-Presence,28.59,2132510200,9,Home/Regions/United Kingdom & Ireland/United Kingdom/Clients/Ticketmaster and LiveNation/Academy Music Group (AMG)/O2 Birmingham Academy,91.18 (Jul 10 2024),com.ticketmaster.blackbird.horizon,TM1 Entry,7.20.1 (2748)
UK-AMG-Birm_Academy-06,XT3,TM-Presence,28.59,2132610036,9,Home/Regions/United Kingdom & Ireland/United Kingdom/Clients/Ticketmaster and LiveNation/Academy Music Group (AMG)/O2 Birmingham Academy,91.18 (Jul 10 2024),com.ticketmaster.blackbird.horizon,TM1 Entry,7.20.1 (2748)
UK-AMG-Birm_Academy-07,XT3,TM-Presence,28.59,2128710179,9,Home/Regions/United Kingdom & Ireland/United Kingdom/Clients/Ticketmaster and LiveNation/Academy Music Group (AMG)/O2 Birmingham Academy,91.18 (Jul 10 2024),com.ticketmaster.blackbird.horizon,TM1 Entry,7.20.1 (2748)
UK-AMG-Birm_Academy-10,XT3,TM-Presence,28.59,2128710181,9,Home/Regions/United Kingdom & Ireland/United Kingdom/Clients/Ticketmaster and LiveNation/Academy Music Group (AMG)/O2 Birmingham Academy,91.18 (Jul 10 2024),com.ticketmaster.blackbird.horizon,TM1 Entry,7.20.1 (2748)
UK-AMG-Birm_Academy-12,XT3,TM-Presence,28.59,2132410575,9,Home/Regions/United Kingdom & Ireland/United Kingdom/Clients/Ticketmaster and LiveNation/Academy Music Group (AMG)/O2 Birmingham Academy,91.18 (Jul 10 2024),com.ticketmaster.blackbird.horizon,TM1 Entry,7.20.1 (2748)
UK-AMG-Birm_Academy-13,XT3,TM-Presence,28.59,2132510282,9,Home/Regions/United Kingdom & Ireland/United Kingdom/Clients/Ticketmaster and LiveNation/Academy Music Group (AMG)/O2 Birmingham Academy,91.18 (Jul 10 2024),com.ticketmaster.blackbird.horizon,TM1 Entry,7.20.1 (2748)
UK-AMG-Birm_Academy-15,XT3,TM-Presence,28.59,2132510253,9,Home/Regions/United Kingdom & Ireland/United Kingdom/Clients/Ticketmaster and LiveNation/Academy Music Group (AMG)/O2 Birmingham Academy,91.18 (Jul 10 2024),com.ticketmaster.blackbird.horizon,TM1 Entry,7.20.1 (2748)
UK-AMG-Birm_Academy-17,XT3,TM-Presence,28.59,2128310265,9,Home/Regions/United Kingdom & Ireland/United Kingdom/Clients/Ticketmaster and LiveNation/Academy Music Group (AMG)/O2 Birmingham Academy,91.18 (Jul 10 2024),com.ticketmaster.blackbird.horizon,TM1 Entry,7.20.1 (2748)
UK-AMG-Birm_Academy-20,XT3,TM-Presence,28.550000000000001,2128310606,9,Home/Regions/United Kingdom & Ireland/United Kingdom/Clients/Ticketmaster and LiveNation/Academy Music Group (AMG)/O2 Birmingham Academy,91.18 (Jul 10 2024),com.ticketmaster.blackbird.horizon,TM1 Entry,7.19.2 (2718)
UK-AMG-Birm_Academy-22,XT3,TM-Presence,28.550000000000001,2132610035,9,Home/Regions/United Kingdom & Ireland/United Kingdom/Clients/Ticketmaster and LiveNation/Academy Music Group (AMG)/O2 Birmingham Academy,91.18 (Jul 10 2024),com.ticketmaster.blackbird.horizon,TM1 Entry,7.19.2 (2718)
UK-AMG-Birm_Institute-05,XT3,TM-Presence,28.59,2128310409,9,Home/Regions/United Kingdom & Ireland/United Kingdom/Clients/Ticketmaster and LiveNation/Academy Music Group (AMG)/O2 Birmingham Institute,91.18 (Jul 10 2024),com.ticketmaster.blackbird.horizon,TM1 Entry,7.20.1 (2748)
UK-AMG-Birm_Institute-06,XT3,TM-Presence,28.59,2128310248,9,Home/Regions/United Kingdom & Ireland/United Kingdom/Clients/Ticketmaster and LiveNation/Academy Music Group (AMG)/O2 Birmingham Institute,91.18 (Jul 10 2024),com.ticketmaster.blackbird.horizon,TM1 Entry,7.20.1 (2748)
UK-AMG-Birm_Institute-08,XT3,TM-Presence,28.59,2128310463,9,Home/Regions/United Kingdom & Ireland/United Kingdom/Clients/Ticketmaster and LiveNation/Academy Music Group (AMG)/O2 Birmingham Institute,91.18 (Jul 10 2024),com.ticketmaster.blackbird.horizon,TM1 Entry,7.20.1 (2748)
UK-AMG-Birm_Institute-09,XT3,TM-Presence,28.59,2309610435,9,Home/Regions/United Kingdom & Ireland/United Kingdom/Clients/Ticketmaster and LiveNation/Academy Music Group (AMG)/O2 Birmingham Institute,91.18 (Jul 10 2024),com.ticketmaster.blackbird.horizon,TM1 Entry,7.20.1 (2748)
UK-AMG-Birm_Institute-10,XT3,TM-Presence,28.59,2309710047,9,Home/Regions/United Kingdom & Ireland/United Kingdom/Clients/Ticketmaster and LiveNation/Academy Music Group (AMG)/O2 Birmingham Institute,91.18 (Jul 10 2024),com.ticketmaster.blackbird.horizon,TM1 Entry,7.20.1 (2748)
UK-AMG-EDIN_ACAD-01,XT3,TM-Presence,28.59,2314510511,9,Home/Regions/United Kingdom & Ireland/United Kingdom/Clients/Ticketmaster and LiveNation/Academy Music Group (AMG)/O2 Edinburgh Academy,91.18 (Jul 10 2024),com.ticketmaster.blackbird.horizon,TM1 Entry,7.20.1 (2748)
UK-AMG-EDIN_ACAD-02,XT3,TM-Presence,28.59,2314510376,9,Home/Regions/United Kingdom & Ireland/United Kingdom/Clients/Ticketmaster and LiveNation/Academy Music Group (AMG)/O2 Edinburgh Academy,91.18 (Jul 10 2024),com.ticketmaster.blackbird.horizon,TM1 Entry,7.20.1 (2748)
UK-AMG-EDIN_ACAD-03,XT3,TM-Presence,28.59,2314510540,9,Home/Regions/United Kingdom & Ireland/United Kingdom/Clients/Ticketmaster and LiveNation/Academy Music Group (AMG)/O2 Edinburgh Academy,91.18 (Jul 10 2024),com.ticketmaster.blackbird.horizon,TM1 Entry,7.20.1 (2748)
UK-AMG-EDIN_ACAD-05,XT3,TM-Presence,28.59,2314510307,9,Home/Regions/United Kingdom & Ireland/United Kingdom/Clients/Ticketmaster and LiveNation/Academy Music Group (AMG)/O2 Edinburgh Academy,91.18 (Jul 10 2024),com.ticketmaster.blackbird.horizon,TM1 Entry,7.20.1 (2748)
UK-AMG-EDIN_ACAD-07,XT3,TM-Presence,28.59,2314410229,9,Home/Regions/United Kingdom & Ireland/United Kingdom/Clients/Ticketmaster and LiveNation/Academy Music Group (AMG)/O2 Edinburgh Academy,91.18 (Jul 10 2024),com.ticketmaster.blackbird.horizon,TM1 Entry,7.20.1 (2748)
UK-AMG-EDIN_ACAD-11,XT3,TM-Presence,28.59,2314510258,9,Home/Regions/United Kingdom & Ireland/United Kingdom/Clients/Ticketmaster and LiveNation/Academy Music Group (AMG)/O2 Edinburgh Academy,91.18 (Jul 10 2024),com.ticketmaster.blackbird.horizon,TM1 Entry,7.20.1 (2748)
UK-AMG-EDIN_ACAD-13,XT3,TM-Presence,28.59,2314410357,9,Home/Regions/United Kingdom & Ireland/United Kingdom/Clients/Ticketmaster and LiveNation/Academy Music Group (AMG)/O2 Edinburgh Academy,91.18 (Jul 10 2024),com.ticketmaster.blackbird.horizon,TM1 Entry,7.20.1 (2748)
UK-AMG-EDIN_ACAD-14,XT3,TM-Presence,28.59,2314410337,9,Home/Regions/United Kingdom & Ireland/United Kingdom/Clients/Ticketmaster and LiveNation/Academy Music Group (AMG)/O2 Edinburgh Academy,91.18 (Jul 10 2024),com.ticketmaster.blackbird.horizon,TM1 Entry,7.20.1 (2748)
UK-AMG-EDIN_ACAD-15,XT3,TM-Presence,28.59,2314510278,9,Home/Regions/United Kingdom & Ireland/United Kingdom/Clients/Ticketmaster and LiveNation/Academy Music Group (AMG)/O2 Edinburgh Academy,91.18 (Jul 10 2024),com.ticketmaster.blackbird.horizon,TM1 Entry,7.20.1 (2748)
UK-AMG-GLAS_ACAD-03,XT3,TM-Presence,28.59,2314510439,9,Home/Regions/United Kingdom & Ireland/United Kingdom/Clients/Ticketmaster and LiveNation/Academy Music Group (AMG)/O2 Glasgow Academy,91.18 (Jul 10 2024),com.ticketmaster.blackbird.horizon,TM1 Entry,7.20.1 (2748)
UK-AMG-GLAS_ACAD-05,XT3,TM-Presence,28.59,2314610012,9,Home/Regions/United Kingdom & Ireland/United Kingdom/Clients/Ticketmaster and LiveNation/Academy Music Group (AMG)/O2 Glasgow Academy,91.18 (Jul 10 2024),com.ticketmaster.blackbird.horizon,TM1 Entry,7.20.1 (2748)
UK-AMG-GLAS_ACAD-06,XT3,TM-Presence,28.59,2314510061,9,Home/Regions/United Kingdom & Ireland/United Kingdom/Clients/Ticketmaster and LiveNation/Academy Music Group (AMG)/O2 Glasgow Academy,91.18 (Jul 10 2024),com.ticketmaster.blackbird.horizon,TM1 Entry,7.20.1 (2748)
UK-AMG-GLAS_ACAD-07,XT3,TM-Presence,28.59,2314510411,9,Home/Regions/United Kingdom & Ireland/United Kingdom/Clients/Ticketmaster and LiveNation/Academy Music Group (AMG)/O2 Glasgow Academy,91.18 (Jul 10 2024),com.ticketmaster.blackbird.horizon,TM1 Entry,7.20.1 (2748)
UK-AMG-GLAS_ACAD-08,XT3,TM-Presence,28.59,2314510436,9,Home/Regions/United Kingdom & Ireland/United Kingdom/Clients/Ticketmaster and LiveNation/Academy Music Group (AMG)/O2 Glasgow Academy,91.18 (Jul 10 2024),com.ticketmaster.blackbird.horizon,TM1 Entry,7.20.1 (2748)
UK-AMG-GLAS_ACAD-12,XT3,TM-Presence,28.59,2314510202,9,Home/Regions/United Kingdom & Ireland/United Kingdom/Clients/Ticketmaster and LiveNation/Academy Music Group (AMG)/O2 Glasgow Academy,91.18 (Jul 10 2024),com.ticketmaster.blackbird.horizon,TM1 Entry,7.20.1 (2748)
UK-AMG-ISL-001,XT3,TM-Presence,28.59,2314410189,9,Home/Regions/United Kingdom & Ireland/United Kingdom/Clients/Ticketmaster and LiveNation/Academy Music Group (AMG)/O2 Islington Academy,91.18 (Jul 10 2024),com.ticketmaster.blackbird.horizon,TM1 Entry,7.20.1 (2748)
UK-AMG-ISL-002,XT3,TM-Presence,28.559999999999999,2314510590,9,Home/Regions/United Kingdom & Ireland/United Kingdom/Clients/Ticketmaster and LiveNation/Academy Music Group (AMG)/O2 Islington Academy,91.18 (Jul 10 2024),com.ticketmaster.blackbird.horizon,TM1 Entry,7.20.1 (2748)
UK-AMG-ISL-004,XT3,TM-Presence,28.59,2314410418,9,Home/Regions/United Kingdom & Ireland/United Kingdom/Clients/Ticketmaster and LiveNation/Academy Music Group (AMG)/O2 Islington Academy,91.18 (Jul 10 2024),com.ticketmaster.blackbird.horizon,TM1 Entry,7.20.1 (2748)
UK-AMG-ISL-008,XT3,TM-Presence,28.59,2314410258,9,Home/Regions/United Kingdom & Ireland/United Kingdom/Clients/Ticketmaster and LiveNation/Academy Music Group (AMG)/O2 Islington Academy,91.18 (Jul 10 2024),com.ticketmaster.blackbird.horizon,TM1 Entry,7.20.1 (2748)
UK-AMG-KTF-03,XT3,TM-Presence,28.59,2314510235,9,Home/Regions/United Kingdom & Ireland/United Kingdom/Clients/Ticketmaster and LiveNation/Academy Music Group (AMG)/O2 Kentish Town Forum,91.18 (Jul 10 2024),com.ticketmaster.blackbird.horizon,TM1 Entry,7.20.1 (2748)
UK-AMG-KTF-04,XT3,LNVisitor,28.59,2314510515,9,Home/Regions/United Kingdom & Ireland/United Kingdom/Clients/Ticketmaster and LiveNation/Academy Music Group (AMG)/O2 Kentish Town Forum,91.18 (Jul 10 2024),com.ticketmaster.blackbird.horizon,TM1 Entry,7.20.1 (2748)
UK-AMG-KTF-05,XT3,TM-Presence,28.59,2314510861,9,Home/Regions/United Kingdom & Ireland/United Kingdom/Clients/Ticketmaster and LiveNation/Academy Music Group (AMG)/O2 Kentish Town Forum,91.18 (Jul 10 2024),com.ticketmaster.blackbird.horizon,TM1 Entry,7.20.1 (2748)
UK-AMG-LEEDS_ACAD-03,XT3,TM-Presence,28.59,2314510129,9,Home/Regions/United Kingdom & Ireland/United Kingdom/Clients/Ticketmaster and LiveNation/Academy Music Group (AMG)/O2 Leeds Academy,91.18 (Jul 10 2024),com.ticketmaster.blackbird.horizon,TM1 Entry,7.20.1 (2748)
UK-AMG-LEEDS_ACAD-06,XT3,TM-Presence,28.59,2314510403,9,Home/Regions/United Kingdom & Ireland/United Kingdom/Clients/Ticketmaster and LiveNation/Academy Music Group (AMG)/O2 Leeds Academy,91.18 (Jul 10 2024),com.ticketmaster.blackbird.horizon,TM1 Entry,7.20.1 (2748)
UK-AMG-LEEDS_ACAD-08,XT3,TM-Presence,28.579999999999998,2314510348,9,Home/Regions/United Kingdom & Ireland/United Kingdom/Clients/Ticketmaster and LiveNation/Academy Music Group (AMG)/O2 Leeds Academy,91.18 (Jul 10 2024),com.ticketmaster.blackbird.horizon,TM1 Entry,7.20.1 (2748)
